0,0,0,0,0,0,0
0.5,51.50925446,-0.161045485,38.82582877,0,0,0
1,51.50925502,-0.161044737,38.9207316,0.062047906,0.051926951,-0.094919208
1.5,51.50925666,-0.161045664,38.98261371,0.244515045,-0.012438535,-0.156810197
2,51.50925763,-0.161045195,38.97019215,0.352202503,0.020063362,-0.144404981
2.5,51.50926024,-0.161045601,38.97700964,0.642438144,-0.008149803,-0.151248522
3,51.5092627,-0.161045243,38.99269492,0.916827319,0.016652751,-0.166969979
3.5,51.50926488,-0.161045173,39.08889008,1.158536895,0.021496042,-0.26321269
4,51.50926737,-0.161045125,39.12287452,1.435610411,0.024752044,-0.297256043
4.5,51.5092675,-0.161045601,39.12945701,1.4508304,-0.008322807,-0.303908164
5,51.50926774,-0.16104541,39.20331178,1.476907611,0.004914206,-0.377843711
5.5,51.50926799,-0.161045321,39.1983051,1.505291869,0.011039885,-0.372925303
6,51.50926804,-0.161045211,39.28770596,1.510719226,0.018642055,-0.462424534
6.5,51.50926846,-0.161045642,39.28140358,1.557178853,-0.011376611,-0.456231348
7,51.50926832,-0.161044715,39.31105944,1.541806629,0.052941428,-0.486000658
7.5,51.50926857,-0.161044903,39.30795516,1.569039078,0.039877048,-0.483022839
8,51.50926905,-0.161045404,39.31462687,1.622412911,0.005024027,-0.489827257
8.5,51.50926905,-0.161044999,39.37110768,1.622902087,0.03311055,-0.546446419
9,51.50926909,-0.161045152,39.36861215,1.626810822,0.022424963,-0.544099103
9.5,51.50926945,-0.161045222,39.42887706,1.667223608,0.017577973,-0.604518092
10,51.50926968,-0.161044922,39.44855742,1.692406366,0.038384655,-0.624358217
10.5,51.5092699,-0.161044661,39.44636274,1.716658242,0.0564472,-0.622332187
11,51.50926978,-0.161044609,39.45862933,1.703256923,0.060011884,-0.634774596
11.5,51.50927008,-0.161044912,39.47152533,1.735868665,0.038949665,-0.647852936
12,51.50927049,-0.161045127,39.52399332,1.782262155,0.024031871,-0.700509755
12.5,51.50927048,-0.161044626,39.52406897,1.781096497,0.058779372,-0.700782264
13,51.50927073,-0.161045242,39.56232733,1.808858511,0.016015894,-0.739243167
13.5,51.50927072,-0.161045352,39.59601437,1.806819024,0.00837829,-0.773142107
14,51.5092709,-0.161045055,39.64372976,1.82704009,0.028952593,-0.82107058
14.5,51.50927111,-0.161044919,39.66177723,1.850176435,0.038387374,-0.839340994
15,51.50927152,-0.161044883,39.67758024,1.896231707,0.040904554,-0.855376355
15.5,51.50927147,-0.161045706,39.68765617,1.889851957,-0.016188402,-0.865688657
16,51.50927174,-0.16104553,39.67063313,1.920120174,-0.003982837,-0.848909351
16.5,51.50927165,-0.161045198,39.75515409,1.910181365,0.019097636,-0.933681969
17,51.50927176,-0.161045102,39.76016762,1.922336265,0.025789487,-0.938950574
17.5,51.50927215,-0.161045193,39.77578666,1.964852469,0.019459428,-0.954837807
18,51.50927206,-0.161045026,39.80003718,1.954829249,0.031043441,-0.979352954
18.5,51.50927247,-0.161045051,39.90612127,2.000529183,0.029342356,-1.085719949
19,51.50927278,-0.161044923,39.95315997,2.034592394,0.03822227,-1.133045584
19.5,51.50927278,-0.161045169,39.89664219,2.034445979,0.02120981,-1.076816948
20,51.50927308,-0.161044949,39.93892122,2.068140362,0.036500535,-1.119393227
20.5,51.50927333,-0.161044773,40.0043,2.09525815,0.048768675,-1.185074339
21,51.50927357,-0.161044809,40.039493,2.12196582,0.046309459,-1.220576689
21.5,51.50927361,-0.161044854,40.0324084,2.125528655,0.043202955,-1.213811315
22,51.50927365,-0.161044695,40.0794009,2.130314374,0.054297233,-1.261128583
